DATE & TIME,LATITUDE,LONGITUDE,DEPTH (KM),MAGNITUDE,LOCATION,DATE,TIME,CATEGORY,AREA,PROVINCE
21 January 2023 - 02:29 PM,8.32,126.65,19.0,2.2,035 km S 82° E of Hinatuan (Surigao Del Sur),21 January 2023,02:29 PM,Slightly Felt,Hinatuan,Surigao Del Sur
21 January 2023 - 11:58 AM,2.84,126.76,29.0,4.4,321 km S 27° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),21 January 2023,11:58 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
21 January 2023 - 07:57 AM,9.67,126.08,14.0,2.2,015 km S 36° W of General Luna (Surigao Del Norte),21 January 2023,07:57 AM,Slightly Felt,General Luna,Surigao Del Norte
21 January 2023 - 07:37 AM,9.67,126.11,10.0,2.2,013 km S 22° W of General Luna (Surigao Del Norte),21 January 2023,07:37 AM,Slightly Felt,General Luna,Surigao Del Norte
21 January 2023 - 07:03 AM,17.46,120.42,73.0,3.5,004 km S 27° W of Santa (Ilocos Sur),21 January 2023,07:03 AM,Weak,Santa,Ilocos Sur
21 January 2023 - 06:48 AM,17.78,122.62,31.0,2.4,059 km N 43° E of Maconacon (Isabela),21 January 2023,06:48 AM,Slightly Felt,Maconacon,Isabela
21 January 2023 - 04:02 AM,13.97,120.31,53.0,1.8,024 km N 59° E of Lubang (Occidental Mindoro),21 January 2023,04:02 AM,Scarcely Perceptible,Lubang,Occidental Mindoro
21 January 2023 - 03:04 AM,2.66,126.57,22.0,4.3,330 km S 23° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),21 January 2023,03:04 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
21 January 2023 - 01:49 AM,2.73,126.74,3.0,4.6,330 km S 26° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),21 January 2023,01:49 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
21 January 2023 - 12:48 AM,14.43,123.04,1.0,3.4,011 km S 61° E of Tinaga Island (Vinzons) (Camarines Norte),21 January 2023,12:48 AM,Weak,Tinaga Island,Vinzons
20 January 2023 - 11:54 PM,17.3,120.12,7.0,2.3,039 km S 46° W of Caoayan (Ilocos Sur),20 January 2023,11:54 PM,Slightly Felt,Caoayan,Ilocos Sur
20 January 2023 - 11:17 PM,13.58,120.41,35.0,1.5,023 km S 49° E of Looc (Occidental Mindoro),20 January 2023,11:17 PM,Scarcely Perceptible,Looc,Occidental Mindoro
20 January 2023 - 10:33 PM,10.72,125.77,41.0,3.3,006 km S 64° E of Homonhon Island (Guiuan) (Eastern Samar),20 January 2023,10:33 PM,Weak,Homonhon Island,Guiuan
20 January 2023 - 10:17 PM,15.83,119.18,57.0,3.1,073 km S 65° W of Agno (Pangasinan),20 January 2023,10:17 PM,Weak,Agno,Pangasinan
20 January 2023 - 10:11 PM,9.02,126.27,25.0,2.1,004 km N 88° E of Tago (Surigao Del Sur),20 January 2023,10:11 PM,Slightly Felt,Tago,Surigao Del Sur
20 January 2023 - 07:54 PM,12.4,121.21,98.0,2.2,012 km N 34° E of Magsaysay (Occidental Mindoro),20 January 2023,07:54 PM,Slightly Felt,Magsaysay,Occidental Mindoro
20 January 2023 - 07:17 PM,18.83,121.09,48.0,3.3,025 km N 02° E of Claveria (Cagayan),20 January 2023,07:17 PM,Weak,Claveria,Cagayan
20 January 2023 - 06:40 PM,3.0,126.72,85.0,4.4,303 km S 28° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),20 January 2023,06:40 PM,Moderately Strong,Balut Island,Municipality Of Sarangani
20 January 2023 - 06:35 PM,6.52,124.1,12.0,3.8,007 km S 57° E of Kalamansig (Sultan Kudarat),20 January 2023,06:35 PM,Weak,Kalamansig,Sultan Kudarat
20 January 2023 - 06:07 PM,10.21,125.38,16.0,2.4,015 km S 62° E of Anahawan (Southern Leyte),20 January 2023,06:07 PM,Slightly Felt,Anahawan,Southern Leyte
20 January 2023 - 05:53 PM,14.45,123.05,1.0,2.8,012 km S 78° E of Tinaga Island (Vinzons) (Camarines Norte),20 January 2023,05:53 PM,Slightly Felt,Tinaga Island,Vinzons
20 January 2023 - 04:58 PM,3.84,128.8,281.0,4.5,411 km S 64° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental),20 January 2023,04:58 PM,Moderately Strong,Sarangani Island,Municipality Of Sarangani
20 January 2023 - 04:45 PM,4.74,127.36,29.0,3.8,224 km S 69° E of Sarangani Island (Municipality Of Sarangani) (Davao Occidental),20 January 2023,04:45 PM,Weak,Sarangani Island,Municipality Of Sarangani
20 January 2023 - 04:08 PM,7.92,124.05,7.0,2.4,007 km N 02° W of Madamba (Lanao Del Sur),20 January 2023,04:08 PM,Slightly Felt,Madamba,Lanao Del Sur
20 January 2023 - 04:06 PM,7.91,124.02,1.0,2.1,007 km N 28° W of Madamba (Lanao Del Sur),20 January 2023,04:06 PM,Slightly Felt,Madamba,Lanao Del Sur
20 January 2023 - 01:20 PM,7.43,126.63,113.0,2.9,013 km N 32° E of Caraga (Davao Oriental),20 January 2023,01:20 PM,Slightly Felt,Caraga,Davao Oriental
20 January 2023 - 01:14 PM,14.43,123.06,1.0,2.5,014 km S 66° E of Tinaga Island (Vinzons) (Camarines Norte),20 January 2023,01:14 PM,Slightly Felt,Tinaga Island,Vinzons
20 January 2023 - 12:57 PM,17.8,120.74,3.0,2.8,010 km N 24° E of Lagayan (Abra),20 January 2023,12:57 PM,Slightly Felt,Lagayan,Abra
20 January 2023 - 12:42 PM,18.92,120.74,1.0,2.6,040 km N 07° W of Pagudpud (Ilocos Norte),20 January 2023,12:42 PM,Slightly Felt,Pagudpud,Ilocos Norte
20 January 2023 - 12:38 PM,18.39,119.45,14.0,2.5,118 km N 70° W of Currimao (Ilocos Norte),20 January 2023,12:38 PM,Slightly Felt,Currimao,Ilocos Norte
20 January 2023 - 10:55 AM,14.47,123.1,1.0,3.2,017 km S 88° E of Tinaga Island (Vinzons) (Camarines Norte),20 January 2023,10:55 AM,Weak,Tinaga Island,Vinzons
20 January 2023 - 10:51 AM,17.7,120.5,7.0,2.4,007 km S 42° E of San Juan (Ilocos Sur),20 January 2023,10:51 AM,Slightly Felt,San Juan,Ilocos Sur
20 January 2023 - 08:40 AM,14.46,123.09,1.0,2.9,015 km S 84° E of Tinaga Island (Vinzons) (Camarines Norte),20 January 2023,08:40 AM,Slightly Felt,Tinaga Island,Vinzons
20 January 2023 - 08:11 AM,6.75,126.77,114.0,2.1,049 km S 47° E of Tarragona (Davao Oriental),20 January 2023,08:11 AM,Slightly Felt,Tarragona,Davao Oriental
20 January 2023 - 08:08 AM,13.61,123.27,23.0,2.2,006 km N 02° W of Pili (Camarines Sur),20 January 2023,08:08 AM,Slightly Felt,Pili,Camarines Sur
20 January 2023 - 07:55 AM,13.63,120.62,79.0,2.2,022 km S 04° W of Calatagan (Batangas),20 January 2023,07:55 AM,Slightly Felt,Calatagan,Batangas
20 January 2023 - 06:38 AM,6.4,126.09,2.0,2.3,028 km S 03° E of Governor Generoso (Davao Oriental),20 January 2023,06:38 AM,Slightly Felt,Governor Generoso,Davao Oriental
20 January 2023 - 06:07 AM,8.35,121.88,9.0,2.9,067 km N 26° W of Baliguian (Zamboanga Del Norte),20 January 2023,06:07 AM,Slightly Felt,Baliguian,Zamboanga Del Norte
20 January 2023 - 05:45 AM,6.92,123.77,604.0,3.5,032 km S 59° W of Datu Blah T. Sinsuat (Maguindanao Del Norte),20 January 2023,05:45 AM,Weak,Datu Blah T. Sinsuat,Maguindanao Del Norte
20 January 2023 - 05:20 AM,6.52,126.55,25.0,2.3,054 km S 74° E of Governor Generoso (Davao Oriental),20 January 2023,05:20 AM,Slightly Felt,Governor Generoso,Davao Oriental
20 January 2023 - 05:16 AM,13.66,120.62,185.0,2.1,019 km S 05° W of Calatagan (Batangas),20 January 2023,05:16 AM,Slightly Felt,Calatagan,Batangas
20 January 2023 - 05:15 AM,10.17,126.59,3.0,2.5,059 km N 73° E of Burgos (Surigao Del Norte),20 January 2023,05:15 AM,Slightly Felt,Burgos,Surigao Del Norte
20 January 2023 - 05:00 AM,2.83,126.49,142.0,4.2,309 km S 23° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),20 January 2023,05:00 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
20 January 2023 - 04:08 AM,10.13,126.41,10.0,3.0,039 km N 72° E of Burgos (Surigao Del Norte),20 January 2023,04:08 AM,Weak,Burgos,Surigao Del Norte
20 January 2023 - 03:59 AM,10.12,126.45,3.0,2.8,043 km N 74° E of Burgos (Surigao Del Norte),20 January 2023,03:59 AM,Slightly Felt,Burgos,Surigao Del Norte
20 January 2023 - 03:19 AM,9.68,126.7,1.0,2.3,061 km S 79° E of General Luna (Surigao Del Norte),20 January 2023,03:19 AM,Slightly Felt,General Luna,Surigao Del Norte
20 January 2023 - 02:55 AM,15.1,119.93,24.0,2.0,015 km S 62° W of Cabangan (Zambales),20 January 2023,02:55 AM,Slightly Felt,Cabangan,Zambales
20 January 2023 - 02:51 AM,2.73,126.67,93.0,4.6,327 km S 25° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),20 January 2023,02:51 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
20 January 2023 - 02:18 AM,7.72,124.83,10.0,1.8,010 km S 78° E of Kalilangan (Bukidnon),20 January 2023,02:18 AM,Scarcely Perceptible,Kalilangan,Bukidnon
20 January 2023 - 01:54 AM,16.89,120.24,5.0,2.2,015 km N 74° W of Luna (La Union),20 January 2023,01:54 AM,Slightly Felt,Luna,La Union
20 January 2023 - 01:51 AM,2.82,126.76,158.0,4.8,323 km S 27° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),20 January 2023,01:51 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
20 January 2023 - 01:27 AM,13.41,119.88,8.0,1.7,053 km S 50° W of Looc (Occidental Mindoro),20 January 2023,01:27 AM,Scarcely Perceptible,Looc,Occidental Mindoro
20 January 2023 - 12:58 AM,14.26,120.42,122.0,2.0,021 km S 22° W of Mariveles (Bataan),20 January 2023,12:58 AM,Slightly Felt,Mariveles,Bataan
20 January 2023 - 12:03 AM,18.86,121.05,7.0,2.8,032 km S 31° W of Dalupiri Island (Calayan) (Cagayan),20 January 2023,12:03 AM,Slightly Felt,Dalupiri Island,Calayan
19 January 2023 - 11:54 PM,10.17,125.78,20.0,1.6,023 km N 61° E of Basilisa (Dinagat Islands),19 January 2023,11:54 PM,Scarcely Perceptible,Basilisa,Dinagat Islands
19 January 2023 - 11:30 PM,13.64,120.57,92.0,1.6,023 km S 18° W of Calatagan (Batangas),19 January 2023,11:30 PM,Scarcely Perceptible,Calatagan,Batangas
19 January 2023 - 11:15 PM,16.82,119.96,14.0,2.5,044 km N 75° W of Bacnotan (La Union),19 January 2023,11:15 PM,Slightly Felt,Bacnotan,La Union
19 January 2023 - 10:44 PM,11.34,124.51,6.0,3.2,004 km S 36° E of Leyte (Leyte),19 January 2023,10:44 PM,Weak,Leyte,Leyte
19 January 2023 - 10:29 PM,4.73,126.34,64.0,3.7,126 km S 53° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),19 January 2023,10:29 PM,Weak,Balut Island,Municipality Of Sarangani
19 January 2023 - 10:00 PM,6.46,126.13,36.0,3.2,023 km S 16° E of Governor Generoso (Davao Oriental),19 January 2023,10:00 PM,Weak,Governor Generoso,Davao Oriental
19 January 2023 - 09:00 PM,3.09,126.79,75.0,4.4,298 km S 31° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),19 January 2023,09:00 PM,Moderately Strong,Balut Island,Municipality Of Sarangani
19 January 2023 - 08:45 PM,11.53,125.6,22.0,2.3,011 km N 72° E of Maydolong (Eastern Samar),19 January 2023,08:45 PM,Slightly Felt,Maydolong,Eastern Samar
19 January 2023 - 08:29 PM,2.42,126.62,30.0,4.3,356 km S 22° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),19 January 2023,08:29 PM,Moderately Strong,Balut Island,Municipality Of Sarangani
19 January 2023 - 07:58 PM,8.97,126.13,33.0,3.3,010 km N 77° E of San Miguel (Surigao Del Sur),19 January 2023,07:58 PM,Weak,San Miguel,Surigao Del Sur
19 January 2023 - 07:01 PM,9.39,126.01,1.0,2.8,007 km N 32° E of Cantilan (Surigao Del Sur),19 January 2023,07:01 PM,Slightly Felt,Cantilan,Surigao Del Sur
19 January 2023 - 06:14 PM,10.14,126.38,15.0,2.8,036 km N 68° E of Burgos (Surigao Del Norte),19 January 2023,06:14 PM,Slightly Felt,Burgos,Surigao Del Norte
19 January 2023 - 05:14 PM,6.06,125.87,113.0,4.5,025 km S 52° E of Don Marcelino (Davao Occidental),19 January 2023,05:14 PM,Moderately Strong,Don Marcelino,Davao Occidental
19 January 2023 - 04:30 PM,5.35,125.29,36.0,3.0,016 km S 66° W of Balut Island (Municipality Of Sarangani) (Davao Occidental),19 January 2023,04:30 PM,Weak,Balut Island,Municipality Of Sarangani
19 January 2023 - 01:33 PM,12.74,124.85,57.0,3.5,022 km N 22° W of Pambujan (Northern Samar),19 January 2023,01:33 PM,Weak,Pambujan,Northern Samar
19 January 2023 - 12:40 PM,9.75,124.57,1.0,2.0,001 km N 68° W of Anda (Bohol),19 January 2023,12:40 PM,Slightly Felt,Anda,Bohol
19 January 2023 - 11:49 AM,6.07,125.77,49.0,1.8,016 km S 32° E of Don Marcelino (Davao Occidental),19 January 2023,11:49 AM,Scarcely Perceptible,Don Marcelino,Davao Occidental
19 January 2023 - 11:00 AM,9.06,122.71,10.0,3.0,035 km S 29° W of Santa Catalina (Negros Oriental),19 January 2023,11:00 AM,Weak,Santa Catalina,Negros Oriental
19 January 2023 - 09:32 AM,13.39,120.59,4.0,1.9,014 km S 76° E of Paluan (Occidental Mindoro),19 January 2023,09:32 AM,Scarcely Perceptible,Paluan,Occidental Mindoro
19 January 2023 - 09:15 AM,13.73,120.57,69.0,2.0,013 km S 30° W of Calatagan (Batangas),19 January 2023,09:15 AM,Slightly Felt,Calatagan,Batangas
19 January 2023 - 08:40 AM,15.21,121.17,35.0,1.4,020 km S 42° E of General Tinio (Nueva Ecija),19 January 2023,08:40 AM,Scarcely Perceptible,General Tinio,Nueva Ecija
19 January 2023 - 08:22 AM,9.98,124.12,20.0,1.8,008 km S 47° E of Inabanga (Bohol),19 January 2023,08:22 AM,Scarcely Perceptible,Inabanga,Bohol
19 January 2023 - 07:32 AM,13.5,120.59,27.0,1.5,017 km N 55° E of Paluan (Occidental Mindoro),19 January 2023,07:32 AM,Scarcely Perceptible,Paluan,Occidental Mindoro
19 January 2023 - 05:37 AM,17.8,122.59,28.0,3.0,059 km N 39° E of Maconacon (Isabela),19 January 2023,05:37 AM,Weak,Maconacon,Isabela
19 January 2023 - 04:57 AM,2.5,126.63,32.0,4.3,349 km S 23° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),19 January 2023,04:57 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
19 January 2023 - 04:55 AM,13.18,121.43,32.0,1.6,004 km N 15° W of Pola (Oriental Mindoro),19 January 2023,04:55 AM,Scarcely Perceptible,Pola,Oriental Mindoro
19 January 2023 - 04:03 AM,18.05,121.68,19.0,1.8,004 km S 72° E of Gattaran (Cagayan),19 January 2023,04:03 AM,Scarcely Perceptible,Gattaran,Cagayan
19 January 2023 - 03:58 AM,9.37,126.55,9.0,2.7,040 km N 75° E of Cortes (Surigao Del Sur),19 January 2023,03:58 AM,Slightly Felt,Cortes,Surigao Del Sur
19 January 2023 - 03:54 AM,2.12,127.21,91.0,4.2,415 km S 29° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),19 January 2023,03:54 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
19 January 2023 - 03:03 AM,9.72,125.51,29.0,2.6,007 km N 16° W of Sison (Surigao Del Norte),19 January 2023,03:03 AM,Slightly Felt,Sison,Surigao Del Norte
19 January 2023 - 02:55 AM,2.55,126.45,23.0,4.5,336 km S 20° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),19 January 2023,02:55 AM,Moderately Strong,Balut Island,Municipality Of Sarangani
19 January 2023 - 02:15 AM,2.38,126.75,15.0,3.8,380 km S 23° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),19 January 2023,02:15 AM,Weak,Balut Island,Municipality Of Sarangani
19 January 2023 - 01:14 AM,9.97,126.07,27.0,2.6,006 km South of Burgos (Surigao Del Norte),19 January 2023,01:14 AM,Slightly Felt,Burgos,Surigao Del Norte
19 January 2023 - 12:28 AM,12.5,123.59,7.0,4.2,010 km N 74° E of Baleno (Masbate),19 January 2023,12:28 AM,Moderately Strong,Baleno,Masbate
19 January 2023 - 12:15 AM,13.31,121.76,7.0,3.0,009 km S 80° W of Gasan (Marinduque),19 January 2023,12:15 AM,Weak,Gasan,Marinduque
18 January 2023 - 11:43 PM,2.33,127.09,68.0,4.5,388 km S 29° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),18 January 2023,11:43 PM,Moderately Strong,Balut Island,Municipality Of Sarangani
18 January 2023 - 11:29 PM,6.64,125.21,20.0,2.4,006 km N 72° W of Kiblawan (Davao Del Sur),18 January 2023,11:29 PM,Slightly Felt,Kiblawan,Davao Del Sur
18 January 2023 - 11:14 PM,2.91,126.87,142.0,4.6,320 km S 30° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),18 January 2023,11:14 PM,Moderately Strong,Balut Island,Municipality Of Sarangani
18 January 2023 - 11:03 PM,2.63,126.95,28.0,3.9,352 km S 29° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),18 January 2023,11:03 PM,Weak,Balut Island,Municipality Of Sarangani
18 January 2023 - 11:01 PM,10.99,125.58,32.0,3.2,016 km S 74° W of Guiuan (Eastern Samar),18 January 2023,11:01 PM,Weak,Guiuan,Eastern Samar
18 January 2023 - 10:38 PM,8.88,125.74,35.0,1.5,009 km N 39° E of Sibagat (Agusan Del Sur),18 January 2023,10:38 PM,Scarcely Perceptible,Sibagat,Agusan Del Sur
18 January 2023 - 10:33 PM,17.45,120.61,22.0,2.0,002 km S 19° E of San Isidro (Abra),18 January 2023,10:33 PM,Slightly Felt,San Isidro,Abra
18 January 2023 - 10:21 PM,2.95,126.71,106.0,4.4,308 km S 28° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),18 January 2023,10:21 PM,Moderately Strong,Balut Island,Municipality Of Sarangani
18 January 2023 - 10:04 PM,3.44,126.48,77.0,3.7,248 km S 28° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),18 January 2023,10:04 PM,Weak,Balut Island,Municipality Of Sarangani
18 January 2023 - 09:04 PM,8.95,126.56,20.0,2.4,029 km N 83° E of Cagwait (Surigao Del Sur),18 January 2023,09:04 PM,Slightly Felt,Cagwait,Surigao Del Sur
18 January 2023 - 08:14 PM,10.61,125.3,189.0,2.5,018 km N 59° E of Silago (Southern Leyte),18 January 2023,08:14 PM,Slightly Felt,Silago,Southern Leyte
18 January 2023 - 07:38 PM,12.48,123.58,6.0,2.7,012 km N 21° W of City Of Masbate (Masbate),18 January 2023,07:38 PM,Slightly Felt,City Of Masbate,Masbate
18 January 2023 - 05:39 PM,2.93,126.73,103.0,4.4,310 km S 28° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),18 January 2023,05:39 PM,Moderately Strong,Balut Island,Municipality Of Sarangani
18 January 2023 - 04:01 PM,2.2,127.31,62.0,5.4,412 km S 31° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),18 January 2023,04:01 PM,Strong,Balut Island,Municipality Of Sarangani
18 January 2023 - 03:38 PM,9.72,122.43,9.0,2.8,005 km S 02° E of City Of Sipalay (Negros Occidental),18 January 2023,03:38 PM,Slightly Felt,City Of Sipalay,Negros Occidental
18 January 2023 - 03:00 PM,2.87,126.67,57.0,4.9,314 km S 26° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),18 January 2023,03:00 PM,Moderately Strong,Balut Island,Municipality Of Sarangani
18 January 2023 - 02:06 PM,2.86,127.04,15.0,7.0,335 km S 32° E of Balut Island (Municipality Of Sarangani) (Davao Occidental),18 January 2023,02:06 PM,Destructive,Balut Island,Municipality Of Sarangani
18 January 2023 - 01:00 PM,14.42,123.08,1.0,4.4,015 km S 65° E of Tinaga Island (Vinzons) (Camarines Norte),18 January 2023,01:00 PM,Moderately Strong,Tinaga Island,Vinzons
18 January 2023 - 12:51 PM,14.43,123.03,1.0,4.5,010 km S 60° E of Tinaga Island (Vinzons) (Camarines Norte),18 January 2023,12:51 PM,Moderately Strong,Tinaga Island,Vinzons
18 January 2023 - 11:43 AM,9.79,123.94,8.0,2.2,004 km N 79° E of Antequera (Bohol),18 January 2023,11:43 AM,Slightly Felt,Antequera,Bohol
18 January 2023 - 10:45 AM,14.41,123.07,1.0,2.8,015 km S 63° E of Tinaga Island (Vinzons) (Camarines Norte),18 January 2023,10:45 AM,Slightly Felt,Tinaga Island,Vinzons
18 January 2023 - 10:32 AM,14.46,123.04,1.0,2.8,010 km S 77° E of Tinaga Island (Vinzons) (Camarines Norte),18 January 2023,10:32 AM,Slightly Felt,Tinaga Island,Vinzons
18 January 2023 - 09:39 AM,14.4,123.02,1.0,3.3,012 km S 53° E of Tinaga Island (Vinzons) (Camarines Norte),18 January 2023,09:39 AM,Weak,Tinaga Island,Vinzons
18 January 2023 - 08:58 AM,14.16,123.11,7.0,1.9,012 km N 65° E of Mercedes (Camarines Norte),18 January 2023,08:58 AM,Scarcely Perceptible,Mercedes,Camarines Norte
18 January 2023 - 08:56 AM,14.45,123.05,1.0,4.1,011 km S 74° E of Tinaga Island (Vinzons) (Camarines Norte),18 January 2023,08:56 AM,Moderately Strong,Tinaga Island,Vinzons
18 January 2023 - 07:59 AM,10.77,124.55,7.0,2.6,004 km S 26° W of Pilar (Cebu),18 January 2023,07:59 AM,Slightly Felt,Pilar,Cebu
18 January 2023 - 07:41 AM,6.69,123.9,1.0,2.0,019 km N 76° W of Lebak (Sultan Kudarat),18 January 2023,07:41 AM,Slightly Felt,Lebak,Sultan Kudarat
18 January 2023 - 06:50 AM,14.31,123.02,6.0,1.8,019 km N 39° E of Vinzons (Camarines Norte),18 January 2023,06:50 AM,Scarcely Perceptible,Vinzons,Camarines Norte
18 January 2023 - 06:18 AM,9.44,122.49,1.0,2.1,017 km N 79° W of Basay (Negros Oriental),18 January 2023,06:18 AM,Slightly Felt,Basay,Negros Oriental
18 January 2023 - 06:12 AM,9.43,126.11,22.0,2.4,018 km N 54° E of Cantilan (Surigao Del Sur),18 January 2023,06:12 AM,Slightly Felt,Cantilan,Surigao Del Sur
18 January 2023 - 06:05 AM,6.21,126.34,131.0,4.0,057 km S 31° E of Governor Generoso (Davao Oriental),18 January 2023,06:05 AM,Moderately Strong,Governor Generoso,Davao Oriental
18 January 2023 - 06:02 AM,6.41,126.32,31.0,3.0,038 km S 46° E of Governor Generoso (Davao Oriental),18 January 2023,06:02 AM,Weak,Governor Generoso,Davao Oriental
18 January 2023 - 04:07 AM,16.05,119.0,2.0,3.5,086 km S 85° W of Agno (Pangasinan),18 January 2023,04:07 AM,Weak,Agno,Pangasinan
18 January 2023 - 04:02 AM,14.43,123.04,1.0,2.7,011 km S 64° E of Tinaga Island (Vinzons) (Camarines Norte),18 January 2023,04:02 AM,Slightly Felt,Tinaga Island,Vinzons
18 January 2023 - 03:53 AM,5.84,124.79,22.0,2.6,025 km S 48° E of Kiamba (Sarangani),18 January 2023,03:53 AM,Slightly Felt,Kiamba,Sarangani
18 January 2023 - 03:33 AM,11.44,125.71,3.0,2.6,023 km S 73° E of Maydolong (Eastern Samar),18 January 2023,03:33 AM,Slightly Felt,Maydolong,Eastern Samar
18 January 2023 - 03:23 AM,9.54,122.48,38.0,2.3,007 km S 15° E of Hinoba-an (Negros Occidental),18 January 2023,03:23 AM,Slightly Felt,Hinoba-an,Negros Occidental
18 January 2023 - 03:07 AM,14.44,123.08,1.0,3.3,015 km S 74° E of Tinaga Island (Vinzons) (Camarines Norte),18 January 2023,03:07 AM,Weak,Tinaga Island,Vinzons
18 January 2023 - 03:01 AM,9.94,126.02,33.0,1.8,003 km S 31° E of San Benito (Surigao Del Norte),18 January 2023,03:01 AM,Scarcely Perceptible,San Benito,Surigao Del Norte
18 January 2023 - 02:53 AM,14.44,123.06,1.0,3.6,013 km S 73° E of Tinaga Island (Vinzons) (Camarines Norte),18 January 2023,02:53 AM,Weak,Tinaga Island,Vinzons
18 January 2023 - 02:39 AM,14.46,123.05,1.0,4.4,011 km S 81° E of Tinaga Island (Vinzons) (Camarines Norte),18 January 2023,02:39 AM,Moderately Strong,Tinaga Island,Vinzons
18 January 2023 - 02:30 AM,10.0,125.98,32.0,1.7,005 km N 32° W of San Benito (Surigao Del Norte),18 January 2023,02:30 AM,Scarcely Perceptible,San Benito,Surigao Del Norte
18 January 2023 - 12:59 AM,9.4,122.57,26.0,2.9,008 km S 86° W of Basay (Negros Oriental),18 January 2023,12:59 AM,Slightly Felt,Basay,Negros Oriental
18 January 2023 - 12:32 AM,16.84,120.13,20.0,2.0,027 km S 87° W of Luna (La Union),18 January 2023,12:32 AM,Slightly Felt,Luna,La Union
18 January 2023 - 12:21 AM,14.42,123.04,1.0,3.0,012 km S 60° E of Tinaga Island (Vinzons) (Camarines Norte),18 January 2023,12:21 AM,Weak,Tinaga Island,Vinzons
17 January 2023 - 11:05 PM,7.74,125.0,35.0,1.8,005 km S 21° W of Maramag (Bukidnon),17 January 2023,11:05 PM,Scarcely Perceptible,Maramag,Bukidnon
17 January 2023 - 11:03 PM,6.68,125.21,1.0,1.9,003 km S 11° W of Matanao (Davao Del Sur),17 January 2023,11:03 PM,Scarcely Perceptible,Matanao,Davao Del Sur
17 January 2023 - 10:38 PM,10.14,123.54,5.0,2.6,004 km N 50° E of Barili (Cebu),17 January 2023,10:38 PM,Slightly Felt,Barili,Cebu
17 January 2023 - 10:28 PM,8.73,123.7,10.0,2.0,012 km N 07° W of Plaridel (Misamis Occidental),17 January 2023,10:28 PM,Slightly Felt,Plaridel,Misamis Occidental
17 January 2023 - 10:08 PM,13.55,120.65,100.0,2.1,015 km N 36° W of Abra De Ilog (Occidental Mindoro),17 January 2023,10:08 PM,Slightly Felt,Abra De Ilog,Occidental Mindoro
17 January 2023 - 09:58 PM,13.65,120.69,104.0,1.7,021 km S 17° E of Calatagan (Batangas),17 January 2023,09:58 PM,Scarcely Perceptible,Calatagan,Batangas
17 January 2023 - 09:38 PM,16.18,120.13,1.0,2.4,013 km N 17° E of Sual (Pangasinan),17 January 2023,09:38 PM,Slightly Felt,Sual,Pangasinan
17 January 2023 - 09:30 PM,19.89,121.88,9.0,2.6,049 km S 01° E of Sabtang (Batanes),17 January 2023,09:30 PM,Slightly Felt,Sabtang,Batanes
17 January 2023 - 08:53 PM,10.13,123.12,36.0,2.2,017 km N 87° W of City Of Guihulngan (Negros Oriental),17 January 2023,08:53 PM,Slightly Felt,City Of Guihulngan,Negros Oriental
17 January 2023 - 08:48 PM,10.07,123.28,17.0,1.7,006 km S 11° E of City Of Guihulngan (Negros Oriental),17 January 2023,08:48 PM,Scarcely Perceptible,City Of Guihulngan,Negros Oriental
17 January 2023 - 08:46 PM,19.77,119.63,18.0,1.9,176 km N 38° W of Burgos (Ilocos Norte),17 January 2023,08:46 PM,Scarcely Perceptible,Burgos,Ilocos Norte
17 January 2023 - 07:41 PM,13.95,120.49,101.0,2.5,020 km N 50° W of Calatagan (Batangas),17 January 2023,07:41 PM,Slightly Felt,Calatagan,Batangas
17 January 2023 - 06:48 PM,7.17,125.51,14.0,2.5,022 km S 56° W of City Of Panabo (Davao Del Norte),17 January 2023,06:48 PM,Slightly Felt,City Of Panabo,Davao Del Norte
